filename,common_name,scientific_name,confidence,alternative_species,detection_timestamp,station_metadata,audio_metadata,processing_metadata,station_id
20250821_091137_479730.wav,Common House-Martin,Delichon urbicum,0.8591231107711792,"[{'common_name': 'White Wagtail', 'scientific_name': 'Motacilla alba', 'confidence': 0.20659451186656952}]",2025-08-21 09:11:37.479730,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091155_486096.wav,Eurasian Blue Tit,Cyanistes caeruleus,0.6527045369148254,"[{'common_name': 'Great Tit', 'scientific_name': 'Parus major', 'confidence': 0.16474850475788116}]",2025-08-21 09:11:55.486096,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 5.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091251_493817.wav,Dunnock,Prunella modularis,0.860257625579834,[],2025-08-21 09:12:51.493817,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 5.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091258_636610.wav,Dunnock,Prunella modularis,0.9352157115936279,"[{'common_name': 'Rook', 'scientific_name': 'Corvus frugilegus', 'confidence': 0.16982904076576233}, {'common_name': 'Carrion Crow', 'scientific_name': 'Corvus corone', 'confidence': 0.14389824867248535}]",2025-08-21 09:12:58.636610,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091301_596933.wav,Rook,Corvus frugilegus,0.5926234722137451,"[{'common_name': 'Eurasian Blue Tit', 'scientific_name': 'Cyanistes caeruleus', 'confidence': 0.17519226670265198}]",2025-08-21 09:13:01.596933,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091303_603107.wav,Eurasian Blue Tit,Cyanistes caeruleus,0.8295707106590271,"[{'common_name': 'Great Tit', 'scientific_name': 'Parus major', 'confidence': 0.22818966209888458}]",2025-08-21 09:13:03.603107,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091310_489238.wav,Great Tit,Parus major,0.8236777782440186,"[{'common_name': 'Eurasian Blue Tit', 'scientific_name': 'Cyanistes caeruleus', 'confidence': 0.5143879652023315}]",2025-08-21 09:13:10.489238,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091450_490004.wav,Tree Pipit,Anthus trivialis,0.7283151745796204,[],2025-08-21 09:14:50.490004,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091614_607999.wav,Eurasian Coot,Fulica atra,0.7495391368865967,[],2025-08-21 09:16:14.607999,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_091621_498084.wav,Eurasian Magpie,Pica pica,0.672176718711853,[],2025-08-21 09:16:21.498084,"{""station_name"": ""Test Station"", ""lat"": 52.9517189, ""lon"": 1.046358, ""description"": ""Teal Bird Hide, Norfolk Wildlife Trust,  UK""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093544_852649.wav,Eurasian Linnet,Linaria cannabina,0.9887880682945251,[],2025-08-21 09:35:44.852649,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 11.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093608_842664.wav,Eurasian Moorhen,Gallinula chloropus,0.3243609666824341,[],2025-08-21 09:36:08.842664,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093628_841595.wav,Eurasian Linnet,Linaria cannabina,0.9654527902603149,[],2025-08-21 09:36:28.841595,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 8.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093645_844286.wav,House Sparrow,Passer domesticus,0.8155431747436523,[],2025-08-21 09:36:45.844286,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 5.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093659_840116.wav,Eurasian Linnet,Linaria cannabina,0.9481155872344971,[],2025-08-21 09:36:59.840116,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 5.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093712_851142.wav,Eurasian Linnet,Linaria cannabina,0.9339199066162109,[],2025-08-21 09:37:12.851142,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 7.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093722_847176.wav,Eurasian Linnet,Linaria cannabina,0.561079204082489,[],2025-08-21 09:37:22.847176,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093727_981245.wav,Eurasian Linnet,Linaria cannabina,0.9381536841392517,"[{'common_name': 'Eurasian Blackbird', 'scientific_name': 'Turdus merula', 'confidence': 0.206363707780838}, {'common_name': 'Great Spotted Woodpecker', 'scientific_name': 'Dendrocopos major', 'confidence': 0.12731295824050903}]",2025-08-21 09:37:27.981245,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 17.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093748_843366.wav,Green-winged Teal,Anas crecca,0.28139635920524597,"[{'common_name': 'European Golden-Plover', 'scientific_name': 'Pluvialis apricaria', 'confidence': 0.27380332350730896}]",2025-08-21 09:37:48.843366,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093757_965953.wav,Red-throated Loon,Gavia stellata,0.527691662311554,"[{'common_name': 'Herring Gull', 'scientific_name': 'Larus argentatus', 'confidence': 0.12626944482326508}]",2025-08-21 09:37:57.965953,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093759_985665.wav,Herring Gull,Larus argentatus,0.26440441608428955,"[{'common_name': 'Red-throated Loon', 'scientific_name': 'Gavia stellata', 'confidence': 0.2496662139892578}, {'common_name': 'Gray Heron', 'scientific_name': 'Ardea cinerea', 'confidence': 0.10316600650548935}]",2025-08-21 09:37:59.985665,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093806_847664.wav,Black-headed Gull,Chroicocephalus ridibundus,0.2925834357738495,"[{'common_name': 'Herring Gull', 'scientific_name': 'Larus argentatus', 'confidence': 0.26982080936431885}, {'common_name': 'Red-throated Loon', 'scientific_name': 'Gavia stellata', 'confidence': 0.2323320209980011}, {'common_name': 'Gray Heron', 'scientific_name': 'Ardea cinerea', 'confidence': 0.20022399723529816}]",2025-08-21 09:38:06.847664,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093815_842193.wav,European Golden-Plover,Pluvialis apricaria,0.3223786950111389,[],2025-08-21 09:38:15.842193,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093826_845601.wav,Water Rail,Rallus aquaticus,0.37897366285324097,"[{'common_name': 'Dunlin', 'scientific_name': 'Calidris alpina', 'confidence': 0.10532726347446442}]",2025-08-21 09:38:26.845601,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093838_852166.wav,Green-winged Teal,Anas crecca,0.38501328229904175,[],2025-08-21 09:38:38.852166,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093914_855028.wav,Eurasian Magpie,Pica pica,0.9938361048698425,[],2025-08-21 09:39:14.855028,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 6.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093923_976594.wav,Water Rail,Rallus aquaticus,0.8982643485069275,[],2025-08-21 09:39:23.976594,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093931_846554.wav,Eurasian Wigeon,Mareca penelope,0.5252038240432739,[],2025-08-21 09:39:31.846554,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093942_077178.wav,Eurasian Magpie,Pica pica,0.28783708810806274,[],2025-08-21 09:39:42.077178,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093942_759626.wav,Eurasian Magpie,Pica pica,0.30040010809898376,[],2025-08-21 09:39:42.759626,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093941_979363.wav,Eurasian Curlew,Numenius arquata,0.8007040619850159,[],2025-08-21 09:39:41.979363,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 7.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_093951_853165.wav,European Golden-Plover,Pluvialis apricaria,0.5364218354225159,[],2025-08-21 09:39:51.853165,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_094018_857196.wav,Common Snipe,Gallinago gallinago,0.2703128755092621,[],2025-08-21 09:40:18.857196,"{""station_name"": ""Viewer Station"", ""lat"": 53.525932, ""lon"": -7.338138, ""description"": ""123 Some Street, Some Town, Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.25, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_095729_061494.wav,Eurasian Jay,Garrulus glandarius,0.7550422549247742,[],2025-08-21 09:57:29.061494,"{""station_name"": ""Development Station"", ""lat"": 54.607868, ""lon"": -5.926437, ""description"": ""Back garden, Belfast, Northern Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 5.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_095959_066220.wav,House Sparrow,Passer domesticus,0.7527291774749756,[],2025-08-21 09:59:59.066220,"{""station_name"": ""Development Station"", ""lat"": 54.607868, ""lon"": -5.926437, ""description"": ""Back garden, Belfast, Northern Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 4.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
20250821_100227_079449.wav,European Goldfinch,Carduelis carduelis,0.6720625758171082,[],2025-08-21 10:02:27.079449,"{""station_name"": ""Development Station"", ""lat"": 54.607868, ""lon"": -5.926437, ""description"": ""Back garden, Belfast, Northern Ireland""}","{""format"": ""wav"", ""channels"": 1, ""sample_rate"": 48000, ""dtype"": ""int16"", ""duration"": 3.0}","{""model_name"": ""BirdNet-Analyser v2.4"", ""sensitivity"": 1.5, ""min_confidence"": 0.5, ""segment_duration"": 3, ""segment_overlap"": 2}",
